11:30:38,122
11:30:38,128
11:30:40,128
11:30:41,123
11:30:42,125
11:30:43,125
11:30:44,122
11:30:45,124
11:30:46,126
11:30:47,127
11:30:48,124
11:30:49,128
11:30:50,122
11:30:51,127
11:30:52,125
11:30:53,122
11:30:54,128
11:30:55,126
11:30:56,123
11:30:57,127
11:30:58,127
11:30:59,121
11:31:00,126
11:31:01,124
11:31:02,125
11:31:03,125
11:31:04,129
11:31:05,128
11:31:06,122
11:31:07,126
11:31:08,123
11:31:09,127
11:31:10,119
11:31:11,125
11:31:12,127
11:31:13,122
11:31:14,124
11:31:15,127
11:33:29,127
11:33:38,121
11:33:39,117
11:33:40,128
11:33:41,117
11:33:42,119
11:33:43,123
11:33:44,128
11:33:45,123
11:33:46,122
11:33:47,125
11:33:48,123
11:33:49,128
11:33:50,119
11:33:51,125
11:33:52,126
11:33:53,125
11:33:54,120
11:33:55,124
11:33:56,124
11:33:57,121
11:33:58,127
11:33:59,124
11:34:00,123
11:34:02,120
11:34:02,123
11:34:04,126
11:34:05,126
11:34:06,124
11:34:07,120
11:34:08,123
11:34:09,121
11:34:10,123
11:34:11,116
11:34:12,116
11:34:13,125
11:34:14,122
11:34:15,123
11:34:16,125
11:34:17,122
11:34:18,125
11:34:19,121
11:34:20,122
11:34:21,120
11:34:22,124
11:34:23,122
11:34:24,126
11:34:25,126
11:34:26,119
11:34:27,123
11:34:28,126
11:34:29,122
11:34:30,124
11:34:31,125
11:34:32,129
11:34:33,145
11:34:34,138
11:34:35,142
11:34:36,139
11:34:37,142
11:34:38,160
11:34:39,138
11:34:40,145
11:34:41,142
11:34:42,137
11:34:43,139
11:34:44,142
11:34:45,133
11:34:46,139
11:34:47,139
11:34:48,136
11:34:49,134
11:34:50,138
11:34:51,139
11:34:52,137
11:34:54,142
11:34:55,135
11:34:56,134
11:34:57,139
12:20:19,154
12:20:28,153
12:20:29,152
12:20:30,153
12:20:31,155
12:20:32,151
12:20:33,158
12:20:34,154
12:20:35,152
12:20:36,151
12:20:37,152
