12:51:40,-5.851,-10.322,0.626;-0.295;0.065
12:51:41,-5.830,-11.132,0.629;-0.304;0.059
12:51:44,-5.869,-11.000,0.627;-0.308;0.057
12:51:46,-5.868,-10.688,0.628;-0.308;0.063
12:51:49,-5.787,-10.718,0.628;-0.303;0.058
12:51:51,-5.906,-10.176,0.622;-0.303;0.057
12:51:54,-5.612,-10.497,0.626;-0.312;0.055
12:51:56,-6.003,-10.894,0.626;-0.305;0.057
12:51:59,-5.870,-10.941,0.621;-0.301;0.054
12:52:01,-5.891,-10.984,0.624;-0.308;0.059
12:52:05,-5.693,-10.019,0.623;-0.295;0.052
12:52:07,-5.733,-10.561,0.623;-0.298;0.048
12:52:09,-5.951,-10.731,0.625;-0.299;0.053
12:52:11,-5.647,-10.587,0.619;-0.311;0.057
12:52:14,-5.469,-10.632,0.627;-0.306;0.049
12:52:15,-5.867,-10.435,0.609;-0.300;0.045
12:52:17,-18.629,-19.330,0.630;-0.278;0.021
12:52:18,-7.389,-11.194,0.638;-0.275;0.014
12:52:20,-6.494,-10.494,0.637;-0.281;0.038
12:52:22,-4.485,-15.170,0.627;-0.284;0.035
12:52:25,-5.925,-10.705,0.622;-0.280;0.039
12:52:28,-5.909,-10.511,0.628;-0.275;0.036
12:52:30,-5.900,-11.535,0.634;-0.275;0.030
12:52:33,-5.851,-10.694,0.646;-0.279;0.020
12:52:35,-5.952,-10.878,0.632;-0.274;0.028
12:52:37,-5.957,-10.623,0.635;-0.281;0.036
12:52:40,-5.290,-11.827,0.634;-0.278;0.032
12:52:42,-5.944,-10.712,0.632;-0.291;0.036
12:52:45,-5.788,-10.650,0.627;-0.281;0.040
12:52:47,-5.628,-10.460,0.632;-0.291;0.037
12:52:49,-6.374,-10.155,0.626;-0.284;0.047
12:52:52,-6.152,-10.630,0.637;-0.274;0.034
12:52:54,-5.835,-10.602,0.637;-0.295;0.033
12:52:57,-5.979,-10.690,0.631;-0.292;0.040
12:53:01,-5.964,-10.587,0.633;-0.283;0.039
12:53:03,-5.919,-10.656,0.632;-0.277;0.045
12:53:05,-6.033,-10.748,0.623;-0.292;0.034
12:53:08,-6.096,-11.117,0.637;-0.279;0.034
12:53:10,-5.739,-10.653,0.637;-0.280;0.042
12:53:13,-6.122,-10.629,0.627;-0.289;0.042
12:53:15,-6.143,-11.570,0.640;-0.287;0.040
12:53:18,-6.193,-10.828,0.630;-0.295;0.026
12:53:20,-5.916,-10.914,0.628;-0.280;0.040
12:53:22,-5.645,-11.076,0.639;-0.286;0.029
12:53:25,-5.448,-10.927,0.638;-0.293;0.042
12:53:27,-6.074,-10.602,0.638;-0.287;0.031
12:53:30,-7.276,-10.156,0.632;-0.286;0.032
12:53:32,-5.785,-10.312,0.639;-0.281;0.028
12:53:35,-6.084,-10.786,0.636;-0.289;0.046
12:53:38,-6.447,-10.750,0.637;-0.284;0.034
12:53:40,-5.894,-10.475,0.635;-0.281;0.034
12:53:42,-6.124,-10.665,0.639;-0.281;0.037
12:53:44,-5.922,-10.560,0.629;-0.283;0.038
12:53:47,-6.117,-10.751,0.640;-0.282;0.039
12:53:50,-6.056,-10.443,0.637;-0.287;0.039
12:53:52,-5.821,-10.753,0.637;-0.281;0.037
12:53:54,-5.849,-10.525,0.643;-0.278;0.046
12:53:56,-6.000,-10.515,0.642;-0.295;0.034
12:53:58,-5.980,-10.612,0.644;-0.282;0.054
12:54:01,-6.038,-10.768,0.639;-0.283;0.045
12:54:03,-6.216,-10.677,0.637;-0.272;0.043
12:54:06,-5.813,-10.642,0.646;-0.272;0.042
12:54:08,-5.840,-10.599,0.647;-0.283;0.045
12:54:11,-6.091,-10.721,0.642;-0.284;0.055
12:54:13,-5.616,-10.575,0.646;-0.280;0.059
12:54:15,-5.914,-10.637,0.646;-0.283;0.056
12:54:17,-5.856,-10.805,0.643;-0.278;0.048
12:54:19,-5.987,-10.539,0.647;-0.285;0.048
12:54:23,-5.846,-10.646,0.649;-0.281;0.060
12:54:25,-5.870,-10.588,0.650;-0.273;0.041
12:54:27,-5.898,-10.587,0.647;-0.280;0.065
12:54:29,-6.053,-10.631,0.643;-0.283;0.057
12:54:31,-6.022,-10.787,0.652;-0.290;0.040
12:54:41,-5.920,-10.725,0.659;-0.289;0.043
12:54:43,-6.029,-10.750,0.651;-0.285;0.052
12:54:46,-6.056,-10.737,0.646;-0.287;0.048
12:54:48,-6.093,-10.807,0.656;-0.280;0.048
12:54:50,-5.933,-10.580,0.649;-0.282;0.050
12:54:53,-5.960,-10.766,0.648;-0.287;0.039
12:54:55,-5.900,-10.566,0.649;-0.273;0.052
12:54:58,-5.870,-10.063,0.650;-0.286;0.036
12:55:00,-5.951,-10.747,0.647;-0.276;0.051
12:55:02,-5.908,-10.633,0.644;-0.278;0.051
12:55:05,-5.968,-10.484,0.647;-0.289;0.046
12:55:07,-5.982,-10.298,0.651;-0.279;0.039
12:55:10,-5.866,-10.476,0.645;-0.283;0.052
12:55:12,-5.831,-10.710,0.652;-0.281;0.058
12:55:15,-5.953,-10.654,0.648;-0.274;0.052
12:55:17,-6.090,-10.737,0.647;-0.284;0.046
12:55:19,-5.937,-10.438,0.645;-0.280;0.050
12:55:21,-5.883,-10.694,0.651;-0.282;0.048
12:55:23,-5.729,-10.697,0.650;-0.283;0.050
12:55:27,-5.919,-10.716,0.646;-0.286;0.051
12:55:28,-6.045,-10.761,0.654;-0.281;0.063
12:55:30,-5.998,-10.717,0.641;-0.298;0.034
12:55:33,-5.949,-10.756,0.651;-0.272;0.045
12:55:35,-5.098,-9.534,0.646;-0.275;0.051
12:55:37,-5.914,-10.434,0.633;-0.288;0.042
12:55:40,-5.936,-10.589,0.641;-0.286;0.039
12:55:43,-5.954,-10.694,0.631;-0.288;0.033
12:55:46,-6.039,-10.623,0.638;-0.286;0.030
12:55:47,-6.166,-10.808,0.636;-0.283;0.037
12:55:49,-5.542,-10.370,0.636;-0.280;0.038
12:55:50,-5.878,-10.790,0.641;-0.281;0.032
12:55:52,-5.882,-10.461,0.637;-0.287;0.037
12:55:54,-5.896,-10.593,0.641;-0.282;0.025
12:55:55,-5.843,-10.717,0.635;-0.280;0.025
12:55:57,-5.869,-10.804,0.634;-0.282;0.031
12:55:58,-5.892,-10.643,0.638;-0.273;0.025
12:56:00,-5.846,-10.645,0.629;-0.282;0.030
12:56:01,-5.933,-10.647,0.642;-0.286;0.031
12:56:03,-6.037,-10.556,0.643;-0.295;0.062
12:56:04,-5.958,-10.811,0.643;-0.277;0.033
12:56:06,-6.041,-10.669,0.638;-0.284;0.049
12:56:08,-6.040,-10.502,0.637;-0.282;0.040
12:56:10,-5.911,-10.755,0.636;-0.273;0.049
12:56:11,-6.217,-10.795,0.641;-0.285;0.043
12:56:13,-6.118,-10.846,0.646;-0.280;0.027
12:56:14,-5.845,-10.806,0.636;-0.284;0.036
12:56:16,-6.326,-10.931,0.637;-0.285;0.032
12:56:17,-5.667,-10.240,0.646;-0.284;0.018
12:56:19,-6.097,-10.779,0.640;-0.288;0.036
12:56:20,-6.009,-10.959,0.634;-0.281;0.016
12:56:22,-5.936,-10.693,0.636;-0.284;0.035
12:56:23,-5.763,-10.751,0.630;-0.297;0.020
12:56:25,-5.986,-10.585,0.632;-0.287;0.028
12:56:26,-6.041,-10.559,0.630;-0.297;0.021
12:56:28,-6.166,-10.740,0.629;-0.293;0.028
12:56:29,-5.905,-10.462,0.633;-0.276;0.024
12:56:31,-6.031,-10.812,0.632;-0.274;0.038
12:56:33,-6.073,-10.642,0.635;-0.277;0.029
12:56:34,-5.904,-10.851,0.633;-0.280;0.031
12:56:36,-5.889,-10.505,0.635;-0.277;0.029
12:56:37,-5.926,-10.722,0.636;-0.284;0.027
12:56:39,-5.998,-10.248,0.638;-0.282;0.033
12:56:40,-6.087,-10.701,0.638;-0.283;0.023
12:56:42,-5.971,-10.703,0.634;-0.286;0.037
12:56:43,-6.015,-10.338,0.635;-0.280;0.034
12:56:45,-6.283,-10.882,0.641;-0.293;0.024
12:56:46,-5.972,-10.750,0.638;-0.289;0.039
12:56:48,-6.077,-10.723,0.637;-0.281;0.024
12:56:49,-5.961,-10.809,0.633;-0.286;0.055
12:56:51,-5.942,-10.650,0.637;-0.285;0.041
12:56:53,-6.110,-10.531,0.639;-0.280;0.049
12:56:54,-5.974,-10.581,0.635;-0.283;0.035
12:56:56,-5.981,-10.622,0.631;-0.296;0.040
12:56:57,-5.943,-10.730,0.635;-0.281;0.034
12:56:59,-6.149,-10.648,0.643;-0.290;0.026
12:57:00,-5.840,-10.626,0.645;-0.290;0.029
12:57:02,-5.973,-10.767,0.632;-0.280;0.022
12:57:03,-5.952,-10.750,0.642;-0.295;0.033
12:57:05,-5.998,-10.534,0.639;-0.287;0.023
12:57:06,-5.843,-10.648,0.644;-0.278;0.038
12:57:08,-6.047,-10.631,0.642;-0.288;0.030
12:57:09,-5.971,-10.565,0.642;-0.282;0.036
12:57:11,-5.937,-10.528,0.641;-0.282;0.030
12:57:12,-5.351,-10.792,0.636;-0.289;0.036
12:57:14,-5.527,-10.640,0.634;-0.290;0.030
12:57:16,-5.877,-10.557,0.636;-0.285;0.033
12:57:17,-6.054,-10.400,0.640;-0.290;0.031
12:57:35,-6.008,-10.651,0.638;-0.278;0.035
12:57:37,-5.826,-10.662,0.623;-0.274;0.019
12:57:38,-6.068,-10.525,0.637;-0.271;0.012
12:57:40,-5.911,-10.521,0.636;-0.277;0.028
12:57:41,-6.090,-10.625,0.636;-0.275;0.024
12:57:43,-5.975,-10.522,0.637;-0.280;0.035
12:57:45,-6.130,-10.694,0.630;-0.292;0.033
12:57:46,-6.404,-10.972,0.642;-0.281;0.028
12:57:48,-6.543,-12.282,0.615;-0.289;0.047
12:57:50,-5.881,-10.721,0.615;-0.306;0.056
12:57:52,-5.896,-10.490,0.620;-0.306;0.058
12:57:54,-6.010,-10.583,0.614;-0.307;0.062
12:57:56,-5.689,-10.698,0.619;-0.312;0.052
12:57:58,-5.863,-10.622,0.611;-0.322;0.055
12:58:00,-6.047,-10.733,0.608;-0.305;0.056
12:58:02,-2.642,-8.573,0.615;-0.319;0.045
12:58:04,-5.787,-10.518,0.625;-0.309;0.059
12:58:07,-5.943,-10.679,0.625;-0.314;0.036
12:58:09,-5.990,-10.666,0.618;-0.319;0.049
12:58:11,-5.775,-10.601,0.626;-0.299;0.045
12:58:13,-5.993,-10.920,0.621;-0.304;0.044
12:58:15,-5.892,-10.656,0.614;-0.307;0.039
12:58:17,-5.985,-10.777,0.620;-0.310;0.051
12:58:19,-6.022,-10.616,0.622;-0.309;0.052
12:58:21,-6.041,-10.664,0.623;-0.306;0.039
12:58:23,-6.067,-10.939,0.621;-0.318;0.033
12:58:25,-6.148,-11.662,0.612;-0.305;0.042
12:58:27,-5.854,-10.737,0.614;-0.322;0.049
12:58:29,-6.069,-10.693,0.622;-0.309;0.049
12:58:31,-4.655,-10.184,0.623;-0.312;0.033
12:58:33,-5.948,-10.833,0.608;-0.306;0.041
12:58:36,-4.221,-10.583,0.613;-0.296;0.029
12:58:38,-4.414,-11.128,0.614;-0.283;0.018
12:58:40,-4.254,-11.028,0.618;-0.288;0.025
12:58:42,-4.870,-10.837,0.619;-0.279;0.030
12:58:44,-3.883,-11.048,0.610;-0.280;0.023
12:58:46,-2.004,-10.661,0.620;-0.289;0.041
12:58:48,-4.977,-10.889,0.619;-0.283;0.029
12:58:50,-4.363,-10.817,0.623;-0.286;0.037
12:58:52,-4.423,-10.858,0.611;-0.290;0.031
12:58:55,-4.426,-10.913,0.607;-0.283;0.033
12:58:57,-4.197,-10.929,0.625;-0.296;0.030
12:58:59,-4.789,-11.314,0.616;-0.278;0.044
12:59:01,-4.418,-10.668,0.605;-0.283;0.052
12:59:03,-4.526,-10.423,0.612;-0.281;0.047
12:59:05,-3.852,-11.118,0.614;-0.279;0.057
12:59:07,-4.590,-10.212,0.616;-0.282;0.043
12:59:09,-4.383,-10.610,0.604;-0.284;0.035
12:59:11,-4.670,-10.978,0.614;-0.282;0.051
12:59:13,-4.485,-10.932,0.608;-0.273;0.045
12:59:15,-4.331,-10.941,0.615;-0.278;0.049
12:59:17,-4.498,-10.089,0.606;-0.277;0.051
12:59:19,-4.233,-10.708,0.611;-0.276;0.039
12:59:21,-4.216,-10.956,0.608;-0.281;0.041
12:59:23,-4.287,-10.680,0.610;-0.283;0.031
12:59:25,-4.496,-10.731,0.602;-0.282;0.045
12:59:27,-4.188,-11.063,0.609;-0.285;0.032
12:59:29,-4.221,-9.909,0.602;-0.281;0.034
12:59:32,-4.328,-10.784,0.607;-0.283;0.034
12:59:33,-4.177,-10.670,0.606;-0.281;0.046
12:59:36,-4.409,-11.051,0.606;-0.282;0.032
12:59:38,-3.444,-10.662,0.606;-0.289;0.040
12:59:40,-4.692,-9.542,0.606;-0.285;0.027
12:59:42,-4.615,-10.920,0.610;-0.280;0.048
12:59:44,-4.637,-10.567,0.619;-0.276;0.045
12:59:46,-4.583,-11.133,0.611;-0.287;0.031
12:59:48,-4.344,-10.915,0.615;-0.289;0.030
12:59:50,-4.268,-10.841,0.612;-0.285;0.045
12:59:52,-3.867,-10.845,0.603;-0.290;0.034
12:59:54,-3.975,-11.046,0.610;-0.282;0.029
12:59:57,-4.348,-11.061,0.610;-0.273;0.044
12:59:59,-4.979,-11.336,0.605;-0.288;0.048
13:00:01,-4.302,-11.056,0.607;-0.287;0.037
13:00:03,-4.255,-11.104,0.609;-0.282;0.047
13:00:05,-4.463,-10.986,0.608;-0.284;0.042
13:00:07,-4.336,-10.966,0.608;-0.292;0.040
13:00:09,-3.907,-10.189,0.599;-0.287;0.036
13:00:11,-4.632,-10.337,0.605;-0.283;0.043
13:00:13,-4.959,-10.696,0.606;-0.282;0.044
13:00:15,-4.475,-10.798,0.605;-0.279;0.041
13:00:17,-4.291,-11.012,0.609;-0.278;0.051
13:00:19,-4.183,-10.978,0.602;-0.294;0.027
13:00:21,-4.079,-10.536,0.608;-0.279;0.056
13:00:23,-3.698,-10.905,0.598;-0.291;0.029
13:00:25,-4.757,-10.907,0.605;-0.285;0.037
13:00:27,-5.181,-11.245,0.597;-0.294;0.030
13:00:29,-4.710,-11.356,0.602;-0.290;0.038
13:00:31,-4.409,-10.704,0.609;-0.285;0.044
13:00:33,-4.198,-10.867,0.600;-0.284;0.039
13:00:35,-4.093,-11.074,0.607;-0.295;0.046
13:00:37,-4.463,-10.962,0.605;-0.294;0.043
13:00:40,-4.510,-11.056,0.611;-0.289;0.039
13:00:41,-4.500,-10.930,0.613;-0.282;0.049
13:00:43,-4.356,-11.672,0.605;-0.271;0.042
13:00:46,-4.415,-10.964,0.604;-0.291;0.025
13:00:48,-4.273,-11.252,0.603;-0.288;0.053
13:00:50,-4.576,-11.030,0.613;-0.276;0.042
13:00:52,-4.291,-11.025,0.603;-0.279;0.046
13:00:53,-4.548,-12.416,0.609;-0.284;0.050
13:00:55,-5.105,-11.972,0.608;-0.289;0.035
13:00:56,-5.057,-10.430,0.605;-0.282;0.051
13:00:58,-4.354,-10.849,0.586;-0.279;0.025
13:00:59,-4.282,-11.197,0.598;-0.287;0.031
13:01:01,-3.524,-11.043,0.603;-0.289;0.037
13:01:02,-4.126,-10.884,0.610;-0.279;0.043
13:01:04,-4.388,-11.047,0.613;-0.296;0.051
13:01:05,-4.329,-10.533,0.608;-0.281;0.041
13:01:07,-4.270,-11.110,0.603;-0.291;0.045
13:01:08,-4.324,-10.941,0.602;-0.273;0.056
13:01:10,-4.056,-10.872,0.607;-0.281;0.056
13:01:12,-4.297,-11.043,0.598;-0.294;0.042
13:01:13,-4.428,-10.924,0.597;-0.289;0.053
13:01:15,-4.426,-10.937,0.595;-0.280;0.042
13:01:17,-4.230,-12.524,0.624;-0.308;0.038
13:01:18,-4.308,-12.745,0.632;-0.312;0.034
13:01:20,-4.155,-12.728,0.632;-0.308;0.024
13:01:21,-4.232,-12.646,0.628;-0.305;0.030
13:01:23,-4.447,-12.856,0.627;-0.312;0.026
13:01:24,-4.253,-12.736,0.635;-0.309;0.030
13:01:26,-4.211,-12.569,0.629;-0.298;0.037
13:01:27,-4.059,-12.546,0.631;-0.317;0.044
13:01:30,-4.375,-11.548,0.610;-0.327;0.055
13:01:31,-4.326,-11.400,0.610;-0.324;0.059
13:01:33,-4.657,-11.619,0.611;-0.314;0.057
13:01:35,-4.547,-11.886,0.618;-0.324;0.052
13:01:37,-4.321,-11.562,0.619;-0.324;0.047
13:01:39,-4.508,-11.754,0.613;-0.314;0.049
13:01:40,-4.450,-11.614,0.623;-0.319;0.047
13:01:43,-4.406,-11.558,0.623;-0.324;0.058
13:01:45,-4.510,-11.916,0.621;-0.317;0.049
13:01:47,-4.423,-11.815,0.626;-0.322;0.056
13:01:49,-4.262,-11.389,0.617;-0.316;0.064
13:01:51,-4.192,-11.745,0.618;-0.313;0.050
13:01:53,-4.576,-11.658,0.616;-0.319;0.061
13:01:55,-4.526,-11.695,0.619;-0.328;0.045
13:01:57,-4.744,-11.113,0.627;-0.315;0.053
13:01:58,-4.456,-11.473,0.622;-0.329;0.043
13:02:00,-4.527,-11.390,0.625;-0.324;0.059
13:02:02,-4.445,-11.836,0.622;-0.333;0.049
13:02:05,-4.520,-11.726,0.625;-0.317;0.057
13:02:07,-4.460,-11.776,0.621;-0.312;0.048
13:02:09,-4.490,-11.578,0.625;-0.312;0.053
13:02:10,-4.383,-11.576,0.617;-0.320;0.045
13:02:12,-4.274,-12.378,0.628;-0.318;0.043
13:02:14,-4.395,-12.456,0.626;-0.323;0.033
13:02:15,-4.390,-12.273,0.628;-0.325;0.045
13:02:17,-4.420,-12.311,0.625;-0.319;0.047
13:02:18,-4.494,-12.384,0.628;-0.315;0.048
13:02:20,-4.327,-12.744,0.622;-0.313;0.026
13:02:21,-4.383,-12.740,0.634;-0.310;0.022
13:02:23,-4.426,-12.800,0.627;-0.306;0.036
13:02:25,-4.230,-12.799,0.629;-0.305;0.012
13:02:26,-4.389,-12.649,0.634;-0.307;0.018
13:02:28,-4.379,-12.701,0.634;-0.314;0.022
13:02:29,-4.348,-12.474,0.638;-0.309;0.022
13:02:31,-4.212,-12.846,0.635;-0.319;0.012
13:02:33,-4.390,-12.864,0.634;-0.315;0.023
13:02:35,-4.008,-12.952,0.633;-0.313;0.016
13:02:36,-4.104,-13.311,0.628;-0.315;0.030
13:02:38,-4.259,-12.610,0.629;-0.325;0.027
13:02:40,-4.248,-12.757,0.633;-0.320;0.015
13:02:42,-4.080,-12.906,0.633;-0.317;0.025
13:02:43,-4.340,-12.769,0.632;-0.322;0.009
13:02:45,-4.303,-12.815,0.638;-0.317;0.024
13:02:47,-4.443,-12.593,0.649;-0.312;0.026
13:02:49,-4.246,-12.671,0.642;-0.329;0.029
13:02:51,-4.380,-12.541,0.644;-0.327;0.027
13:02:52,-4.243,-12.626,0.647;-0.323;0.034
13:02:54,-4.355,-12.951,0.640;-0.327;0.029
13:02:55,-4.385,-12.453,0.637;-0.315;0.020
13:02:57,-4.289,-12.857,0.639;-0.319;0.027
13:02:58,-4.468,-12.865,0.645;-0.318;0.028
13:03:00,-4.287,-12.572,0.644;-0.330;0.011
13:03:01,-4.293,-12.637,0.657;-0.315;0.030
13:03:03,-4.450,-12.719,0.643;-0.324;0.033
13:03:04,-4.511,-12.721,0.644;-0.319;0.039
13:03:06,-4.411,-12.379,0.634;-0.323;0.044
13:03:08,-4.288,-12.177,0.624;-0.321;0.049
13:03:10,-4.261,-12.421,0.625;-0.322;0.044
13:03:11,-4.378,-12.718,0.637;-0.309;0.032
13:03:13,-4.381,-12.605,0.641;-0.312;0.018
13:03:15,-4.449,-12.528,0.639;-0.317;0.038
13:03:16,-3.766,-12.195,0.641;-0.312;0.028
13:03:18,-4.167,-10.055,0.611;-0.291;0.055
13:03:20,-4.165,-10.113,0.593;-0.289;0.052
13:03:21,-4.386,-9.823,0.606;-0.290;0.043
13:03:23,-5.436,-11.261,0.592;-0.301;0.043
13:03:24,-2.133,-10.298,0.599;-0.297;0.050
13:03:26,-4.490,-9.757,0.602;-0.297;0.048
13:03:27,-4.615,-10.054,0.601;-0.311;0.040
13:03:29,-5.234,-12.280,0.639;-0.329;0.045
13:03:31,-4.536,-11.762,0.635;-0.325;0.034
13:03:32,-4.591,-12.603,0.642;-0.324;0.038
13:03:34,-4.351,-12.393,0.634;-0.317;0.042
13:03:35,-4.429,-12.347,0.632;-0.324;0.028
13:03:37,-4.252,-12.242,0.634;-0.320;0.036
13:03:38,-4.403,-12.527,0.637;-0.323;0.039
13:03:41,-4.350,-10.191,0.602;-0.311;0.065
13:03:42,-4.295,-10.198,0.591;-0.308;0.047
13:03:44,-4.238,-10.130,0.583;-0.318;0.058
13:03:45,-5.006,-10.253,0.595;-0.308;0.057
13:03:47,-4.370,-10.184,0.586;-0.320;0.048
13:03:48,-4.147,-10.205,0.590;-0.309;0.056
13:03:50,-4.619,-8.830,0.589;-0.308;0.069
13:03:52,-4.163,-12.481,0.631;-0.315;0.029
13:03:53,-4.401,-12.516,0.628;-0.319;0.036
13:03:55,-4.320,-11.956,0.644;-0.307;0.031
13:03:56,-4.332,-12.214,0.633;-0.307;0.027
13:03:58,-4.798,-12.071,0.639;-0.315;0.038
13:04:00,-4.272,-10.386,0.598;-0.312;0.050
13:04:01,-4.329,-10.443,0.599;-0.311;0.063
13:04:03,-4.389,-10.148,0.600;-0.302;0.054
13:04:05,-4.235,-10.335,0.595;-0.306;0.058
13:04:07,-4.334,-12.601,0.630;-0.320;0.020
13:04:08,-4.327,-12.677,0.626;-0.322;0.030
13:04:10,-4.173,-12.339,0.620;-0.314;0.032
13:04:11,-4.395,-12.338,0.623;-0.320;0.027
13:04:13,-4.371,-12.676,0.628;-0.320;0.039
13:04:14,-4.518,-12.453,0.628;-0.314;0.033
13:04:16,-4.601,-12.711,0.616;-0.320;0.030
13:04:17,-4.312,-11.841,0.625;-0.307;0.026
13:04:19,-4.266,-12.408,0.619;-0.314;0.018
13:04:20,-4.324,-12.578,0.625;-0.315;0.031
13:04:22,-4.458,-12.487,0.633;-0.313;0.036
13:04:23,-4.225,-12.910,0.622;-0.324;0.042
13:04:25,-4.068,-12.469,0.621;-0.314;0.028
13:04:26,-4.765,-11.734,0.627;-0.319;0.029
13:04:28,-3.855,-12.619,0.626;-0.311;0.024
13:04:29,-4.029,-12.664,0.624;-0.313;0.037
13:04:31,-4.538,-12.568,0.623;-0.320;0.029
13:04:33,-4.520,-12.334,0.618;-0.308;0.046
13:04:34,-4.565,-12.412,0.614;-0.313;0.028
13:04:36,-4.670,-12.325,0.627;-0.322;0.025
13:04:37,-4.563,-12.485,0.622;-0.313;0.034
13:04:39,-4.105,-12.482,0.624;-0.313;0.028
13:04:40,-4.288,-12.517,0.626;-0.314;0.035
13:04:42,-4.333,-12.512,0.624;-0.311;0.039
13:04:43,-4.478,-12.396,0.618;-0.319;0.026
13:04:45,-4.270,-12.582,0.625;-0.307;0.030
13:04:46,-3.659,-12.628,0.622;-0.310;0.037
13:04:49,-3.962,-13.041,0.632;-0.326;0.022
13:04:50,-4.178,-12.832,0.626;-0.319;0.019
13:04:52,-4.067,-12.929,0.626;-0.320;0.027
13:04:54,-4.299,-12.777,0.624;-0.313;0.018
13:04:55,-4.379,-12.751,0.623;-0.317;0.022
13:04:57,-4.321,-10.157,0.613;-0.301;0.053
13:04:59,-4.442,-10.391,0.611;-0.301;0.051
13:05:00,-4.242,-10.345,0.607;-0.299;0.051
13:05:02,-3.799,-14.099,0.639;-0.282;-0.019
13:05:04,-3.762,-14.173,0.647;-0.292;-0.017
13:05:05,-3.749,-14.102,0.651;-0.294;-0.020
13:05:07,-3.869,-14.152,0.646;-0.290;-0.026
13:05:08,-3.877,-14.007,0.644;-0.296;-0.026
13:05:10,-3.795,-13.863,0.638;-0.285;-0.029
13:05:11,-3.729,-14.026,0.646;-0.294;-0.027
13:05:13,-4.499,-9.415,0.601;-0.328;0.058
13:05:15,-4.544,-9.623,0.594;-0.330;0.048
13:05:16,-4.597,-9.701,0.597;-0.325;0.057
13:05:18,-4.481,-9.603,0.604;-0.322;0.049
13:05:19,-4.431,-9.543,0.602;-0.326;0.038
13:05:21,-4.503,-9.321,0.595;-0.323;0.052
13:05:23,-4.791,-9.360,0.602;-0.327;0.040
13:05:24,-4.372,-9.429,0.595;-0.325;0.047
13:05:26,-4.234,-9.859,0.604;-0.319;0.059
13:05:27,-4.268,-9.158,0.594;-0.331;0.038
13:05:29,-3.088,-9.450,0.592;-0.321;0.066
13:05:30,-3.845,-9.774,0.585;-0.324;0.054
13:05:32,-4.463,-9.529,0.594;-0.324;0.065
13:05:34,-4.516,-9.594,0.588;-0.327;0.050
13:05:36,-4.469,-9.375,0.594;-0.329;0.063
13:05:38,-4.490,-9.519,0.584;-0.324;0.051
13:05:39,-4.483,-9.479,0.590;-0.319;0.057
13:05:41,-4.330,-9.445,0.598;-0.325;0.047
13:05:42,-4.437,-9.522,0.584;-0.321;0.054
13:05:44,-4.351,-9.694,0.581;-0.319;0.042
13:05:45,-4.489,-9.429,0.590;-0.323;0.039
13:05:47,-4.673,-9.745,0.600;-0.324;0.054
13:05:49,-4.447,-10.284,0.580;-0.317;0.037
13:05:50,-4.555,-9.580,0.585;-0.325;0.050
13:05:52,-4.586,-9.403,0.587;-0.327;0.064
13:05:53,-4.342,-9.504,0.584;-0.327;0.047
13:05:55,-4.480,-9.494,0.588;-0.309;0.058
13:05:56,-4.485,-9.621,0.583;-0.319;0.065
13:05:58,-4.535,-9.587,0.587;-0.329;0.058
13:05:59,-4.455,-9.538,0.596;-0.315;0.054
13:06:01,-4.516,-9.899,0.587;-0.319;0.046
13:06:02,-4.556,-9.646,0.595;-0.323;0.049
13:06:04,-4.671,-9.350,0.594;-0.326;0.057
13:06:06,-4.572,-9.575,0.591;-0.317;0.048
13:06:08,-4.446,-9.495,0.586;-0.315;0.057
13:06:09,-4.500,-9.501,0.590;-0.319;0.063
13:06:11,-4.501,-9.538,0.590;-0.330;0.046
13:06:13,-4.562,-9.541,0.587;-0.335;0.037
13:06:26,-4.469,-9.506,0.598;-0.318;0.058
13:06:29,-4.590,-9.585,0.574;-0.322;0.006
13:06:31,-4.355,-9.414,0.579;-0.327;0.012
13:06:33,-4.490,-9.429,0.586;-0.317;0.003
13:06:35,-4.550,-9.555,0.581;-0.306;0.022
13:06:38,-4.569,-10.220,0.567;-0.315;0.010
13:06:40,-4.837,-9.352,0.581;-0.319;0.016
13:06:42,-4.733,-10.085,0.581;-0.319;0.017
13:06:44,-4.783,-9.756,0.587;-0.324;0.067
13:06:45,-4.610,-9.833,0.588;-0.327;0.062
13:06:47,-4.651,-10.138,0.579;-0.331;0.046
13:06:48,-4.275,-9.747,0.584;-0.320;0.066
13:06:50,-5.021,-10.133,0.582;-0.323;0.052
13:06:51,-4.560,-9.880,0.581;-0.321;0.068
13:06:53,-4.681,-9.934,0.586;-0.329;0.049
13:06:55,-3.813,-13.309,0.629;-0.306;-0.030
13:06:56,-3.553,-13.570,0.626;-0.305;-0.023
13:06:58,-4.055,-13.614,0.625;-0.299;-0.020
13:06:59,-3.931,-13.347,0.621;-0.307;-0.027
13:07:01,-4.127,-13.267,0.629;-0.306;-0.016
13:07:03,-4.520,-9.980,0.598;-0.329;0.067
13:07:05,-4.536,-9.802,0.601;-0.333;0.062
13:07:06,-4.384,-9.772,0.597;-0.330;0.059
13:07:08,-3.925,-9.489,0.602;-0.329;0.072
13:07:10,-4.843,-10.153,0.599;-0.337;0.063
13:07:11,-4.181,-9.795,0.589;-0.320;0.068
13:07:13,-9.652,-10.411,0.595;-0.331;0.065
13:07:14,-4.653,-9.677,0.585;-0.330;0.062
13:07:16,-4.557,-10.453,0.599;-0.331;0.065
