
-0.242,2.585,-0.046;-0.320;-0.638,19.500
-0.197,2.436,-0.046;-0.317;-0.630,19.500
-0.359,2.425,-0.044;-0.321;-0.628,19.500
-0.303,2.695,-0.050;-0.320;-0.652,19.500
-0.289,2.576,-0.046;-0.316;-0.639,19.500
-0.451,2.712,-0.047;-0.318;-0.635,20.500
-0.180,2.454,-0.039;-0.321;-0.638,19.500
-0.214,2.611,-0.044;-0.325;-0.637,19.500
-0.488,2.549,-0.045;-0.323;-0.631,19.500
-0.346,2.640,-0.042;-0.315;-0.647,19.500
-0.131,2.564,-0.040;-0.313;-0.637,19.500
-0.307,2.396,-0.044;-0.321;-0.639,19.500
-0.353,2.463,-0.045;-0.321;-0.633,19.500
-0.191,1.846,-0.042;-0.314;-0.631,19.500
-0.234,2.604,-0.039;-0.319;-0.638,19.500
-0.517,2.606,-0.037;-0.322;-0.656,19.500
-0.410,2.525,-0.042;-0.324;-0.634,19.500
-0.148,2.847,-0.043;-0.316;-0.638,19.500
-0.086,2.279,-0.041;-0.317;-0.641,19.500
-0.424,2.465,-0.038;-0.322;-0.643,19.500
-0.251,2.562,-0.032;-0.314;-0.644,19.500
-0.392,2.470,-0.035;-0.323;-0.623,19.500
-0.197,2.360,-0.033;-0.326;-0.633,19.500
0.027,2.199,-0.040;-0.323;-0.632,19.500
-0.269,2.451,-0.040;-0.321;-0.639,19.500
-0.292,2.493,-0.038;-0.311;-0.644,19.500
-0.272,2.448,-0.032;-0.322;-0.639,19.500
0.523,3.113,-0.039;-0.319;-0.647,19.500
-0.086,2.432,-0.048;-0.319;-0.636,19.500
-0.227,2.446,-0.033;-0.317;-0.633,19.500
-0.404,2.650,-0.040;-0.314;-0.635,19.500
-0.169,2.665,-0.047;-0.323;-0.632,19.500
-0.356,2.734,-0.046;-0.322;-0.635,19.500
-0.407,2.445,-0.037;-0.323;-0.634,19.500
-0.428,2.491,-0.042;-0.317;-0.632,19.500
-0.307,2.502,-0.039;-0.321;-0.620,19.500
-0.373,2.600,-0.039;-0.326;-0.627,19.500
-0.169,2.526,-0.042;-0.329;-0.628,19.500
-0.324,2.391,-0.041;-0.325;-0.627,19.500
-1.602,2.203,-0.040;-0.318;-0.639,19.500
-0.806,2.493,-0.039;-0.329;-0.629,19.500
-0.574,2.590,-0.044;-0.322;-0.624,19.500
-0.448,2.796,-0.044;-0.324;-0.638,20.500
-0.592,2.732,-0.052;-0.319;-0.639,19.500
-0.378,2.504,-0.044;-0.322;-0.625,19.500
-0.346,2.537,-0.043;-0.321;-0.633,19.500
-0.358,2.598,-0.043;-0.314;-0.641,19.500
0.186,2.456,-0.039;-0.325;-0.640,19.500
-0.089,2.743,-0.043;-0.315;-0.630,19.500
-0.191,2.462,-0.042;-0.325;-0.635,19.500
-0.289,2.409,-0.045;-0.321;-0.635,19.500
-0.460,2.397,-0.042;-0.320;-0.628,19.500
-0.269,2.610,-0.044;-0.332;-0.643,19.500
-0.076,2.647,-0.038;-0.326;-0.644,19.500
-0.571,2.485,-0.035;-0.325;-0.632,19.500
5.972,9.147,-0.041;-0.324;-0.643,19.500
-0.906,1.832,-0.045;-0.317;-0.628,19.500
-0.281,2.406,-0.039;-0.317;-0.626,19.500
-0.369,1.626,-0.033;-0.319;-0.624,19.500
0.390,1.151,-0.038;-0.323;-0.636,19.500
-0.894,2.242,-0.042;-0.329;-0.632,19.500
-0.364,0.966,-0.033;-0.315;-0.635,19.500
-0.528,1.951,-0.043;-0.327;-0.642,19.500
-1.336,4.074,-0.045;-0.319;-0.636,19.500
-0.296,2.205,-0.039;-0.323;-0.642,19.500
-0.320,2.318,-0.033;-0.316;-0.646,19.500
-0.425,2.353,-0.033;-0.319;-0.634,19.500
-0.939,2.342,-0.043;-0.311;-0.642,19.500
-0.628,2.319,-0.045;-0.317;-0.630,19.500
-0.355,2.287,-0.040;-0.316;-0.646,19.500
-0.437,2.545,-0.036;-0.314;-0.639,19.500
-0.474,2.422,-0.039;-0.312;-0.633,19.500
0.103,1.642,-0.043;-0.319;-0.628,19.500
-0.413,3.410,-0.037;-0.315;-0.647,19.500
-0.289,2.547,-0.038;-0.325;-0.633,19.500
-1.098,2.075,-0.038;-0.317;-0.632,19.500
-0.283,2.430,-0.036;-0.317;-0.632,19.500
-0.386,2.432,-0.045;-0.312;-0.627,19.500
-0.530,2.590,-0.042;-0.327;-0.645,19.500
-0.599,2.522,-0.040;-0.322;-0.635,19.500
-0.121,3.473,-0.039;-0.323;-0.637,19.500
-0.789,2.647,-0.037;-0.318;-0.642,19.500
-0.427,2.503,-0.044;-0.311;-0.624,19.500
-26.145,2.264,-0.041;-0.222;-0.662,19.500
-9.760,4.116,-0.104;-0.208;-0.633,19.500
-0.389,2.434,-0.100;-0.287;-0.618,19.500
-1.537,4.120,-0.110;-0.290;-0.710,19.500
-11.916,-6.182,-0.077;-0.193;-0.661,19.500
0.151,1.679,-0.104;-0.278;-0.613,19.500
-0.567,2.445,-0.114;-0.274;-0.611,19.500
-1.726,2.613,-0.110;-0.274;-0.609,19.500
-0.447,2.762,-0.115;-0.269;-0.607,19.500
-0.385,2.060,-0.110;-0.274;-0.605,19.500
-0.225,1.972,-0.108;-0.274;-0.607,19.500
-0.344,10.705,-0.093;-0.262;-0.607,19.500
8.764,-3.583,0.059;-0.374;-0.680,19.500
7.833,-3.059,0.080;-0.360;-0.688,19.500
5.209,-4.849,0.087;-0.332;-0.702,19.500
-1.087,3.869,0.014;-0.354;-0.714,19.500
-0.295,3.638,0.019;-0.345;-0.714,19.500
-0.317,3.925,0.011;-0.345;-0.696,19.500
-0.668,3.867,0.008;-0.348;-0.702,19.500
-0.300,3.836,0.012;-0.351;-0.695,19.500
-0.542,3.776,0.016;-0.347;-0.701,19.500
-0.578,3.722,0.006;-0.351;-0.699,20.500
-0.602,3.775,0.015;-0.340;-0.707,20.500
-0.282,3.749,0.011;-0.340;-0.697,19.500
-0.764,3.929,0.014;-0.343;-0.706,20.500
-0.618,3.559,0.015;-0.348;-0.709,19.500
2.760,4.834,0.015;-0.348;-0.699,20.500
-0.531,2.835,0.026;-0.336;-0.707,20.500
-0.598,3.540,0.019;-0.343;-0.703,20.500
-3.705,2.047,0.132;-0.294;-0.700,20.500
-2.666,3.007,0.118;-0.308;-0.701,20.500
-0.378,3.303,0.103;-0.313;-0.692,20.500
0.300,3.852,0.109;-0.314;-0.697,20.500
-2.719,3.376,0.108;-0.309;-0.704,20.500
-2.660,3.871,0.112;-0.308;-0.698,20.500
-1.856,2.723,0.102;-0.296;-0.702,20.500
-2.595,3.948,0.125;-0.291;-0.704,20.500
1.756,7.771,0.121;-0.299;-0.702,20.500
-13.275,2.055,0.107;-0.316;-0.697,20.500
-2.646,3.814,0.079;-0.312;-0.674,20.500
-2.896,2.244,-0.028;-0.274;-0.581,20.500
-2.269,5.419,-0.008;-0.259;-0.574,20.500
-2.922,3.906,0.011;-0.275;-0.564,21.500
-4.116,9.831,-0.005;-0.294;-0.577,20.500
-14.406,8.242,0.010;-0.211;-0.586,21.500
-30.124,10.688,0.018;-0.114;-0.571,21.500
-9.508,9.154,0.028;-0.260;-0.645,21.500
-8.381,13.420,0.057;-0.285;-0.552,21.500
-4.801,18.868,0.035;-0.257;-0.624,21.500
-8.635,6.289,0.039;-0.196;-0.623,21.500
-10.919,16.540,0.203;-0.337;-0.670,21.500
-3.117,13.980,0.214;-0.322;-0.644,21.500
18.806,3.286,0.199;-0.395;-0.573,21.500
15.691,14.770,0.210;-0.420;-0.570,21.500
10.989,6.215,0.249;-0.381;-0.591,22.500
4.791,21.091,0.134;-0.344;-0.580,21.500
-3.637,42.915,-0.002;-0.266;-0.509,21.500
14.870,5.231,0.209;-0.374;-0.602,22.500
-1.411,-1.503,0.363;-0.389;-0.677,22.500
-2.880,-0.708,0.327;-0.340;-0.643,22.500
-4.432,2.293,0.343;-0.328;-0.624,22.500
-3.700,1.892,0.335;-0.309;-0.613,22.500
-6.701,4.000,0.323;-0.313;-0.627,22.500
-3.623,2.010,0.333;-0.328;-0.628,22.500
-3.440,1.725,0.320;-0.324;-0.634,21.500
-2.870,8.266,0.169;-0.283;-0.625,21.500
-2.562,7.060,0.164;-0.282;-0.632,21.500
2.739,34.712,0.342;0.297;-0.282,21.500
3.668,36.521,0.464;0.163;-0.404,21.500
-17.603,44.449,0.685;0.026;-0.536,21.500
1.663,36.386,0.704;-0.081;-0.750,21.500
-49.734,32.143,0.698;0.022;-0.384,21.500
1.753,34.008,0.613;0.111;-0.399,21.500
-5.932,14.258,0.215;-0.317;-0.541,21.500
6.657,-3.826,0.352;-0.290;-0.654,21.500
2.309,-3.121,0.345;-0.243;-0.716,21.500
-0.706,-4.330,0.357;-0.249;-0.696,21.500
0.792,4.111,0.297;-0.167;-0.778,21.500
-0.107,-0.493,0.355;-0.173;-0.781,21.500
0.150,-0.839,0.364;-0.173;-0.777,21.500
-0.258,2.186,0.358;-0.189;-0.763,21.500
-0.264,-1.104,0.348;-0.202;-0.750,21.500
1.011,-2.953,0.338;-0.226;-0.754,21.500
18.922,-3.347,0.292;-0.290;-0.581,21.500
-2.794,3.999,0.335;-0.254;-0.608,21.500
-0.862,23.618,0.238;-0.275;-0.561,21.500
-10.475,-0.373,0.336;-0.244;-0.605,21.500
-4.207,-0.268,0.347;-0.256;-0.614,21.500
8.159,4.900,0.329;-0.319;-0.571,21.500
1.634,-6.658,0.389;-0.307;-0.585,21.500
-3.101,2.218,0.333;-0.316;-0.541,21.500
-5.124,-13.509,0.366;-0.275;-0.600,21.500
-1.335,-8.526,0.359;-0.225;-0.714,21.500
-1.206,6.592,0.329;-0.171;-0.747,21.500
0.113,-0.740,0.344;-0.195;-0.754,21.500
-24.582,7.650,0.363;-0.213;-0.720,21.500
2.575,-7.903,0.378;-0.223;-0.740,21.500
1.481,-1.541,0.371;-0.214;-0.757,21.500
-1.584,-5.959,0.413;-0.212;-0.753,21.500
-3.163,-0.492,0.287;-0.184;-0.747,21.500
-15.362,5.886,0.258;-0.149;-0.752,21.500
-15.885,7.879,0.268;-0.159;-0.732,21.500
-33.002,18.229,0.197;-0.106;-0.750,21.500
-23.954,0.653,0.241;-0.130;-0.751,21.500
-20.943,4.439,0.235;-0.118;-0.749,21.500
-31.342,-17.683,0.187;-0.063;-0.785,21.500
-23.851,28.382,0.277;-0.028;-0.721,21.500
-21.988,41.741,0.186;-0.092;-0.653,21.500
-34.242,30.973,0.187;-0.055;-0.667,21.500
-50.412,31.089,0.227;0.119;-0.652,21.500
-46.287,36.874,0.204;0.097;-0.684,21.500
-5.421,31.694,0.199;-0.155;-0.715,21.500
-10.019,26.066,0.203;-0.154;-0.716,21.500
-26.754,36.728,0.085;-0.024;-0.727,21.500
-26.939,21.738,0.151;-0.040;-0.731,21.500
-30.863,39.776,0.131;0.018;-0.725,21.500
-29.110,49.139,0.111;-0.071;-0.714,21.500
-4.481,35.713,0.170;-0.152;-0.727,21.500
21.326,47.303,0.187;-0.174;-0.712,21.500
-1.601,4.381,0.299;-0.182;-0.750,21.500
-0.182,-1.221,0.338;-0.193;-0.738,21.500
-2.916,0.512,0.358;-0.178;-0.733,21.500
-2.834,1.390,0.334;-0.172;-0.762,21.500
-2.700,1.103,0.336;-0.179;-0.755,21.500
-2.809,1.053,0.343;-0.182;-0.748,21.500
-6.274,6.211,0.331;-0.186;-0.738,21.500
-2.025,-1.801,0.321;-0.180;-0.750,21.500
-2.066,5.796,0.325;-0.193;-0.733,21.500
-3.122,-15.143,0.370;-0.184;-0.741,20.500
-3.364,-1.296,0.380;-0.195;-0.732,21.500
-1.507,-0.127,0.397;-0.184;-0.742,21.500
-2.330,-1.563,0.391;-0.193;-0.731,21.500
-2.261,-1.212,0.391;-0.196;-0.739,21.500
-2.628,-0.966,0.391;-0.193;-0.726,20.500
-2.524,-1.344,0.381;-0.186;-0.737,20.500
-2.272,-1.332,0.389;-0.187;-0.729,20.500
-2.247,-0.970,0.384;-0.195;-0.738,20.500
-2.373,-1.230,0.389;-0.196;-0.740,20.500
-2.434,-1.279,0.383;-0.187;-0.730,20.500
-2.410,-0.920,0.387;-0.189;-0.746,20.500
-2.326,-1.231,0.388;-0.186;-0.737,20.500
-2.329,-0.883,0.376;-0.191;-0.735,20.500
-2.328,-1.218,0.378;-0.196;-0.740,20.500
-1.403,1.962,0.392;-0.196;-0.734,20.500
-2.383,-1.178,0.378;-0.189;-0.739,20.500
-1.836,-0.551,0.368;-0.201;-0.730,20.500
-1.719,-2.178,0.371;-0.200;-0.731,20.500
-0.531,4.630,0.331;-0.168;-0.756,20.500
-0.483,4.996,0.327;-0.173;-0.758,20.500
